# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR
542 -3.512759 0.121845 0.339124 156 154 53 0
543 -3.476675 0.093499 0.244901 162 159 114 0
544 -3.532051 0.071444 0.277290 164 165 125 0
545 -3.567961 0.054313 0.301585 178 179 148 0
546 -3.474645 0.133199 0.206683 160 159 105 0
547 -3.425577 0.161301 0.190092 170 169 105 0
548 -3.478130 0.151045 0.365230 166 164 55 0
549 -3.448320 0.177892 0.377055 162 160 49 0
550 -3.448730 0.172002 0.217828 171 168 73 0
551 -2.974603 0.037861 0.368681 186 184 123 0
552 -3.553330 0.053363 0.371731 136 135 81 0
553 -3.556267 0.069327 0.315448 141 137 92 0
554 -3.468728 0.168263 0.253301 168 163 61 0
555 -3.498555 0.118638 0.386379 148 146 43 0
556 -3.393223 0.220511 0.392670 175 170 66 0
557 2.038959 4.961768 1.026381 220 210 51 0
558 2.060055 4.932115 0.997965 221 211 51 0
559 2.037338 4.904901 0.967842 219 210 57 0
560 2.112146 4.868713 0.959668 219 210 47 0
561 2.167523 4.873314 0.997068 216 207 44 0
562 2.131622 4.818164 0.936864 212 209 46 0
563 2.082859 4.909982 0.981949 223 211 49 0
564 2.057938 4.850588 0.926303 222 213 60 0
565 2.132920 4.932646 1.022277 224 210 51 0
566 2.083469 4.807830 0.904379 211 205 49 0
567 1.901316 4.718949 0.822809 209 199 42 0
568 1.947630 4.777453 0.858100 214 205 52 0
569 1.936694 4.709843 0.810558 211 202 47 0
570 1.977309 4.761960 0.845744 215 204 54 0
571 1.997246 4.836768 0.905041 211 204 51 0
572 2.085918 4.955380 1.023732 222 212 52 0
573 2.121069 4.993773 1.068355 223 214 51 0
574 1.972220 4.705460 0.806985 217 204 48 0
575 2.024913 4.775562 0.863224 217 206 52 0
576 1.974721 4.915149 0.980851 206 200 50 0
577 2.079374 4.994288 1.064007 226 214 52 0
578 2.054060 5.015645 1.085722 226 213 55 0
579 2.103851 5.043451 1.117832 220 213 47 0
580 1.720862 4.729022 -1.511522 207 199 36 0
581 1.741801 4.721502 -1.582417 193 188 34 0
582 1.729741 4.762962 -1.576387 204 197 31 0
583 1.714666 4.813694 -1.582740 212 205 39 0
584 1.710196 4.862099 -1.640634 219 211 42 0
585 1.689579 4.884581 -1.620505 220 213 45 0
586 1.704585 4.705599 -1.440783 190 184 26 0
587 1.715965 4.677070 -1.453723 191 182 29 0
588 1.665608 4.929657 -1.648973 222 215 49 0
589 1.697404 4.935774 -1.719180 221 213 44 0
590 1.733401 4.664096 -1.501806 184 176 29 0
591 1.695304 4.759050 -1.470767 210 204 32 0
592 1.677249 4.830154 -1.514293 215 208 40 0
593 1.664118 4.775240 -1.426719 207 199 38 0
594 1.643736 4.830878 -1.459605 217 208 43 0
595 1.632338 4.788616 -1.392709 203 199 38 0
596 1.710824 4.891482 -1.683088 220 211 44 0
597 1.739004 4.783292 -1.636356 208 200 37 0
598 1.621960 4.820996 -1.417909 206 201 35 0
599 1.640364 4.891639 -1.541968 220 212 49 0
600 1.725916 4.852645 -1.683776 219 210 45 0
601 1.759795 4.721659 -1.672605 177 174 35 0
602 1.751996 4.810374 -1.734787 205 199 41 0
603 1.615259 4.846876 -1.444809 213 206 38 0
604 2.447418 1.772866 -0.993974 210 202 41 0
605 2.413278 1.783253 -1.028350 207 196 42 0
606 2.399292 1.821367 -1.019419 205 197 37 0
607 2.454302 1.816217 -0.922260 209 200 37 0
608 2.464210 1.786930 -0.953804 213 205 36 0
609 2.424266 1.827423 -0.977923 207 199 28 0
610 2.491667 1.746254 -0.950449 201 200 50 0
611 2.378588 1.861172 -1.004387 215 203 41 0
612 2.329739 1.903573 -1.018765 213 205 42 0
613 2.380784 1.880385 -0.966116 221 208 33 0
614 2.331708 1.873937 -1.049812 209 203 47 0
615 2.402203 1.870452 -0.916787 216 206 21 0
616 2.374284 1.891583 -0.944219 221 208 31 0
617 2.297585 1.941094 -1.003237 219 207 37 0
618 2.340796 1.919266 -0.948244 224 213 33 0
619 2.430383 1.724173 -1.039382 199 193 47 0
620 2.489062 1.708532 -0.982315 191 186 60 0
621 2.374728 1.806179 -1.054195 195 189 41 0
622 2.338261 1.788063 -1.091517 192 185 43 0
623 2.318332 1.843692 -1.083570 188 179 38 0
624 2.449161 1.606153 -1.038406 165 161 53 0
625 2.380514 1.606397 -1.089094 184 181 76 0
626 2.370232 1.694755 -1.088868 179 171 44 0
627 2.353004 1.909071 -0.911707 222 209 32 0
628 2.293995 1.950261 -0.928115 220 207 33 0
629 2.237242 2.005211 -0.937927 218 205 31 0
630 2.194309 2.030838 -0.993565 218 207 39 0
631 2.195189 2.039508 -0.954109 226 211 48 0
632 2.293995 1.950261 -0.928115 219 205 34 0
633 2.264673 1.973876 -0.976730 226 216 43 0
634 2.340796 1.919266 -0.948244 221 209 35 0
635 2.297585 1.941094 -1.003237 219 207 37 0
636 2.217374 2.036920 -0.917981 205 190 27 0
637 2.239690 2.017018 -0.895953 198 186 22 0
638 2.187312 1.949721 -1.106191 210 203 50 0
639 2.266424 1.900689 -1.088807 204 199 47 0
640 2.248648 1.859237 -1.124002 193 184 47 0
641 2.273892 1.966007 -0.881610 195 182 15 0
642 2.220354 1.996209 -1.028246 220 208 36 0
643 2.206221 2.050653 -0.881497 167 157 7 0
644 2.232562 2.064752 -0.830538 165 152 11 0
645 2.227961 2.024372 -0.845238 166 154 10 0
646 2.251768 1.948405 -1.058195 212 205 37 0
647 2.176951 2.005036 -1.062517 218 207 40 0
648 2.173823 1.988846 -1.080746 217 205 45 0
649 2.244474 2.005847 -0.858736 184 173 19 0
650 2.318332 1.843692 -1.083570 186 181 51 0
651 2.331708 1.873937 -1.049812 207 201 63 0
652 2.090135 1.993264 -1.126485 196 189 38 0
653 2.148910 1.921515 -1.142335 192 184 47 0
654 2.075514 1.951412 -1.156574 189 181 44 0
655 2.102047 1.880368 -1.171135 185 181 48 0
656 2.178119 1.853669 -1.157131 182 176 38 0
657 2.329739 1.903573 -1.018765 209 204 42 0
658 2.040658 1.218206 -1.194949 208 199 42 0
659 2.013271 1.318955 -1.187159 169 165 32 0
660 2.125200 1.261000 -1.157227 181 176 33 0
661 2.259863 1.115941 -1.141211 214 202 22 0
662 2.162861 1.170481 -1.176650 216 206 31 0
663 2.256151 1.210469 -1.126729 197 192 30 0
664 2.060474 1.144941 -1.224873 215 205 46 0
665 2.190109 1.298452 -1.142553 170 164 26 0
666 2.123422 1.360912 -1.162708 155 150 33 0
667 2.325373 1.071684 -1.105049 214 201 26 0
668 2.267914 1.039460 -1.165462 216 201 22 0
669 2.343358 1.008030 -1.107768 216 205 19 0
670 2.333686 1.166211 -1.088231 203 198 34 0
671 2.380514 1.606397 -1.089094 176 174 55 0
672 2.449161 1.606153 -1.038406 164 158 34 0
673 2.427159 1.524287 -1.058622 169 163 41 0
674 2.219570 1.391994 -1.144871 162 153 34 0
675 2.322454 1.325038 -1.105520 177 171 33 0
676 2.245772 1.286801 -1.130581 173 168 25 0
677 2.197341 1.084319 -1.192997 208 199 18 0
678 2.127700 1.103210 -1.218067 216 204 30 0
679 2.201280 1.235599 -1.143886 192 186 30 0
680 2.368332 1.092440 -1.058186 206 193 26 0
681 2.387685 1.039495 -1.045926 204 195 16 0
682 2.413025 1.248191 -1.042083 186 180 34 0
683 2.433058 1.396892 -1.048950 165 161 28 0
684 2.347750 1.516820 -1.107777 182 177 57 0
685 2.275408 1.482426 -1.138780 166 160 40 0
686 2.295973 0.980102 -1.162290 217 203 19 0
687 2.357562 0.961594 -1.126119 210 195 14 0
688 2.222184 1.807773 -1.153193 176 173 34 0
689 2.286623 1.761346 -1.130337 198 192 56 0
690 2.231029 1.726569 -1.162377 171 166 36 0
691 2.057511 1.665355 -1.214503 163 159 36 0
692 2.112556 1.597396 -1.199472 160 154 34 0
693 2.013646 1.569364 -1.214346 156 149 35 0
694 2.312163 1.663726 -1.126572 182 178 55 0
695 2.370232 1.694755 -1.088868 174 171 40 0
696 2.380514 1.606397 -1.089094 180 176 51 0
697 2.253563 1.608079 -1.154657 185 181 56 0
698 2.219570 1.391994 -1.144871 160 154 32 0
699 2.123422 1.360912 -1.162708 154 148 26 0
700 2.124825 1.483620 -1.182733 159 153 31 0
701 2.248648 1.859237 -1.124002 190 182 47 0
702 2.338261 1.788063 -1.091517 193 184 45 0
703 2.197019 1.539362 -1.173182 161 155 33 0
704 2.026263 1.431024 -1.194209 154 147 30 0
705 2.275408 1.482426 -1.138780 167 161 37 0
706 2.347750 1.516820 -1.107777 181 177 51 0
707 2.149450 1.801822 -1.183029 174 166 39 0
708 2.178119 1.853669 -1.157131 179 173 37 0
709 2.058095 1.765398 -1.208961 163 156 39 0
710 2.087460 1.825236 -1.187290 175 172 43 0
711 2.153267 1.683454 -1.192832 167 163 40 0
712 2.102047 1.880368 -1.171135 179 175 42 0
713 2.033766 1.851464 -1.191873 175 171 45 0
714 2.013271 1.318955 -1.187159 167 159 32 0
715 2.318332 1.843692 -1.083570 189 181 38 0
716 1.234179 4.879013 -2.105315 0 0 0 0
717 1.184998 4.824569 -2.063715 0 0 0 0
718 1.205493 4.884712 -2.063523 0 0 0 0
719 1.190052 4.938345 -1.959620 83 83 9 0
720 1.216655 4.986689 -1.997987 1 1 3 0
721 1.188527 4.915767 -2.018107 0 0 0 0
722 1.253828 5.043503 -1.983644 1 1 1 0
723 1.301232 5.082994 -2.027884 1 2 0 0
724 1.258456 5.025753 -2.027274 1 1 1 0
725 1.158709 4.862151 -1.955446 87 90 0 0
726 1.174925 4.859398 -2.023178 17 18 4 0
727 1.155293 4.810566 -1.987478 80 81 1 0
728 1.176372 4.776469 -2.048719 0 2 0 0
729 1.165610 4.784642 -2.016051 76 79 8 0
730 1.297171 5.051241 -2.068908 1 1 1 0
731 1.269478 5.004613 -2.067802 1 1 1 0
732 1.179883 4.747391 -2.051411 26 26 2 0
733 1.204186 4.784904 -2.096958 9 10 4 0
734 1.204282 4.726905 -2.090667 15 19 4 0
735 1.312220 5.023975 -2.123849 3 0 7 0
736 1.213274 4.925989 -2.054661 1 1 3 0
737 1.223269 5.005363 -1.954827 15 15 3 0
738 1.267649 5.053742 -1.937356 3 3 1 0
739 1.167335 4.749186 -2.008513 80 81 5 0
740 1.343537 5.090261 -2.104731 2 4 0 0
741 1.252931 4.942545 -2.094510 1 1 1 0
742 1.293677 5.086967 -1.971636 0 2 0 0
743 1.228628 4.967423 -2.044675 1 1 3 0
744 1.355196 5.070742 -2.155463 4 3 0 0
745 2.273482 4.787004 1.816356 119 116 71 0
746 2.165527 4.854553 1.901351 86 85 67 0
747 2.136754 4.790751 1.838742 116 115 85 0
748 2.231464 4.970133 2.018612 48 49 35 0
749 2.245528 4.898087 1.963323 101 100 80 0
750 2.297663 4.959075 2.011066 61 59 44 0
751 2.205672 5.038972 2.037112 19 25 13 0
752 2.257336 5.096866 2.072786 25 26 18 0
753 2.209610 5.109745 2.049721 20 21 13 0
754 2.218856 4.868713 1.923632 112 109 90 0
755 2.268210 5.031504 2.058609 44 46 33 0
756 2.035326 4.697809 1.743030 109 107 50 0
757 2.019005 4.568688 1.598329 120 117 64 0
758 2.109977 4.699787 1.745304 130 128 77 0
759 2.066068 4.766491 1.808261 128 121 53 0
760 2.302778 5.152408 2.092723 35 36 31 0
761 2.302168 5.091141 2.083809 29 30 22 0
762 2.123980 4.916064 1.937321 36 36 26 0
763 2.074912 4.847687 1.867228 92 89 54 0
764 2.190553 4.913964 1.969240 61 59 44 0
765 2.332640 5.137333 2.092471 30 30 28 0
766 2.348909 5.197903 2.099084 42 44 39 0
767 2.166869 4.973688 1.991800 27 27 15 0
768 2.314751 5.233342 2.093203 29 30 24 0
769 2.261771 5.161889 2.077065 26 27 21 0
770 2.333791 5.368597 2.072960 20 20 18 0
771 2.289124 5.289894 2.067183 21 20 16 0
772 2.349414 5.320462 2.091381 25 25 23 0
773 2.380488 5.389981 2.093621 29 30 25 0
774 2.263627 5.212873 2.069928 22 21 17 0
775 2.220372 5.166498 2.051010 21 20 15 0
776 1.673241 4.423002 1.157236 87 82 1 0
777 1.665338 4.510184 1.174028 85 80 0 0
778 1.643937 4.442338 1.103071 87 82 1 0
779 1.627807 4.462903 1.066273 88 81 1 0
780 1.618370 4.406429 1.047015 88 84 10 0
781 1.614196 4.467626 1.024908 89 81 0 0
782 1.766627 4.475869 1.339389 86 81 0 0
783 1.719581 4.412912 1.226397 85 82 3 0
784 1.762610 4.374135 1.266612 92 87 3 0
785 1.807904 4.451061 1.364041 94 92 17 0
786 1.805935 4.537902 1.427704 90 84 6 0
787 1.693849 4.484408 1.226528 84 81 2 0
788 1.778155 4.577158 1.425133 81 78 1 0
789 1.820504 4.614148 1.494486 84 81 0 0
790 1.730656 4.534852 1.323495 83 80 0 0
791 1.687357 4.579772 1.268912 82 79 0 0
792 1.882250 4.173308 1.202713 118 111 30 0
793 1.865694 4.271765 1.261915 102 100 25 0
794 1.829375 4.205236 1.208517 113 107 31 0
795 1.631964 4.523315 1.078847 87 82 1 0
796 1.643222 4.499562 1.112857 87 82 1 0
797 1.715965 4.622496 1.359274 83 80 1 0
798 1.754375 4.632708 1.428340 82 80 5 0
799 1.668039 4.348865 1.131731 89 84 3 0
800 1.714126 4.302473 1.176764 92 90 7 0
801 1.808218 4.338400 1.285137 100 96 22 0
802 1.763438 4.291467 1.225186 98 92 16 0
803 1.804558 4.261771 1.234737 104 100 26 0
804 1.644329 4.387476 1.097581 87 82 1 0
805 1.856815 4.569664 1.495410 86 84 7 0
806 1.625847 4.549483 1.032777 90 84 0 0
807 1.606084 4.473568 0.969201 106 99 27 0
808 1.294313 4.968747 -2.140196 2 0 1 0
809 1.288509 4.919087 -2.164542 0 2 0 0
810 1.252931 4.942545 -2.094510 11 12 6 0
811 1.317004 4.988519 -2.165736 1 1 0 0
812 1.312220 5.023975 -2.123849 1 1 1 0
813 1.234179 4.879013 -2.105315 1 2 0 0
814 1.276380 4.618827 -2.088462 84 84 50 0
815 1.334213 4.667337 -2.150870 66 65 35 0
816 1.396290 4.532116 -2.081413 93 94 54 0
817 1.293154 4.888380 -2.209018 9 10 2 0
818 1.269374 4.861088 -2.170999 2 2 0 0
819 1.344469 4.894907 -2.265466 28 31 12 0
820 1.341864 4.821022 -2.233974 32 35 14 0
821 1.300412 4.849133 -2.229652 30 32 11 0
822 1.249367 4.811428 -2.166834 16 18 7 0
823 1.204186 4.784904 -2.096958 7 8 2 0
824 1.237246 4.839522 -2.130942 0 0 0 0
825 1.354438 5.029779 -2.235255 10 10 0 0
826 1.345463 5.034031 -2.186109 5 6 0 0
827 1.377896 5.076807 -2.206526 12 13 5 0
828 1.355196 5.070742 -2.155463 3 4 0 0
829 1.184998 4.824569 -2.063715 8 6 0 0
830 1.331172 4.988894 -2.202569 5 8 1 0
831 1.204282 4.726905 -2.090667 31 30 0 0
832 1.322197 4.933814 -2.267400 23 24 10 0
833 1.281469 4.737840 -2.164272 31 33 11 0
834 1.325334 4.962656 -2.228737 14 16 2 0
835 1.343598 5.004622 -2.275382 15 16 2 0
836 1.345916 4.740385 -2.199729 40 43 16 0
837 1.225465 4.666013 -2.086022 34 37 8 0
838 2.521128 0.876782 -0.904396 169 157 11 0
839 2.507509 0.921737 -0.850728 130 121 2 0
840 2.511883 0.862405 -0.837779 147 137 3 0
841 2.500773 0.935749 -0.903595 164 156 9 0
842 2.510132 0.984947 -0.865873 132 122 0 0
843 2.507884 1.015097 -0.426052 139 137 78 0
844 2.520745 1.017197 -0.513190 133 131 74 0
845 2.556942 1.084241 -0.490038 136 135 70 0
846 2.524109 0.973410 -0.802157 125 115 2 0
847 2.531263 0.941744 -0.759547 130 125 8 0
848 2.515308 0.908971 -0.804040 138 126 4 0
849 2.481315 0.985217 -0.940550 178 167 0 0
850 2.500320 0.940254 -0.943060 187 175 11 0
851 2.539523 1.042763 -0.816605 152 145 31 0
852 2.534975 0.899377 -0.951590 187 179 19 0
853 2.515229 0.914583 -0.929876 181 172 15 0
854 2.488112 0.950004 -0.983518 188 179 22 0
855 2.459574 0.971327 -0.983326 201 189 15 0
856 2.518880 0.923689 -0.966282 191 179 15 0
857 2.560532 0.914574 -1.003019 198 190 27 0
858 2.483494 0.958840 -0.542704 133 133 73 0
859 2.512423 1.062351 -0.891657 136 128 4 0
860 2.508206 0.859834 -0.764801 136 130 8 0
861 2.599056 1.113397 -0.614828 160 151 50 0
862 2.601348 1.157384 -0.531899 141 137 50 0
863 2.535611 1.008814 -0.601148 130 123 42 0
864 2.492495 0.914252 -0.628091 107 97 12 0
865 2.447192 0.880712 -0.585184 112 108 45 0
866 2.464567 0.841823 -0.645083 119 113 1 0
867 2.437441 0.915698 -0.493131 136 136 76 0
868 2.496913 0.870273 -0.692634 135 129 19 0
869 2.525555 0.937927 -0.696250 137 129 20 0
870 2.564192 1.040680 -0.725729 146 139 33 0
871 2.453701 0.949360 -0.394570 138 136 79 0
872 2.493793 1.000832 -0.360377 135 133 74 0
873 2.489288 0.983160 -0.299336 134 133 69 0
874 2.518671 1.040794 -0.326184 136 135 71 0
875 2.507884 1.015097 -0.426052 139 138 74 0
876 2.557552 1.123374 -0.318568 145 142 61 0
877 2.560968 1.187351 -0.337032 151 149 64 0
878 2.561038 1.207619 -0.388740 152 147 55 0
879 2.554502 1.228245 -0.330305 172 171 65 0
880 2.591179 1.184719 -0.479093 140 139 46 0
881 2.581541 1.228715 -0.476497 156 153 48 0
882 2.570867 1.178742 -0.403458 146 144 61 0
883 2.437441 0.915698 -0.493131 144 142 85 0
884 2.575694 1.092911 -0.134890 149 146 49 0
885 2.594812 1.174786 -0.174755 153 153 57 0
886 2.428327 0.865777 -0.114543 153 150 107 0
887 2.500869 0.959982 -0.212617 145 144 80 0
888 2.542373 0.986498 -0.131944 145 144 79 0
889 2.554163 1.231425 -0.403092 163 158 54 0
890 2.532796 1.046588 -0.233634 144 144 58 0
891 2.567608 1.285738 -0.311867 180 178 69 0
892 2.576766 1.252251 -0.260438 171 169 66 0
893 2.556942 1.084241 -0.490038 139 136 67 0
894 2.601348 1.157384 -0.531899 145 139 51 0
895 2.575668 1.147564 -0.442478 141 143 59 0
896 2.547479 1.253463 -0.403466 186 180 68 0
897 2.552028 1.253820 -0.367051 185 183 74 0
898 2.574466 1.204639 -0.262041 157 156 63 0
899 2.622148 1.216089 -0.548638 173 168 68 0
900 2.557160 1.263875 -0.445580 163 155 46 0
901 2.477438 0.863869 -0.022185 165 162 119 0
902 2.539619 1.293380 -0.391938 195 192 75 0
903 2.592024 1.277600 -0.492330 171 164 47 0
904 2.622496 1.281625 -0.522845 165 159 39 0
905 3.093764 0.986899 0.661761 222 207 28 0
906 3.152975 1.023340 0.699796 213 200 23 0
907 3.138405 0.964112 0.670666 216 206 46 0
908 3.308150 0.810897 1.003150 179 177 120 0
909 3.360747 0.891230 0.950388 188 188 126 0
910 3.367561 0.875684 1.078707 177 175 116 0
911 3.391245 0.930974 1.113135 175 174 110 0
912 3.366916 0.895012 1.180476 173 171 114 0
913 3.077322 0.728944 0.725999 174 169 113 0
914 3.156547 0.792956 0.696241 171 167 106 0
915 3.220411 0.766989 0.837413 162 160 111 0
916 3.172494 0.722618 1.088136 174 171 120 0
917 3.307192 0.813564 1.144139 176 173 118 0
918 3.186854 0.780504 1.247894 170 167 114 0
919 3.280458 0.790699 1.073958 178 175 120 0
920 3.236810 0.900554 0.716841 174 172 89 0
921 3.162159 0.887352 0.667721 184 179 77 0
922 3.188117 0.930669 0.689854 197 189 64 0
923 2.989565 0.644385 0.886463 170 167 114 0
924 3.200465 0.978359 0.706480 200 192 55 0
925 3.244443 0.977889 0.735933 189 187 68 0
926 3.234240 0.945691 0.719167 193 187 73 0
927 3.003411 0.719577 1.257453 158 156 107 0
928 3.302390 0.828055 0.882333 147 143 106 0
929 3.111645 0.834512 0.641292 175 170 78 0
930 3.206007 0.847443 0.700119 164 164 104 0
931 2.809486 0.618758 1.154212 160 161 83 0
932 3.291019 0.861281 0.798079 153 150 115 0
933 3.283525 0.943748 0.761577 167 166 84 0
934 3.317343 0.920857 0.804841 160 158 110 0
935 3.340844 0.922190 0.856793 152 149 104 0
936 3.127313 0.919959 0.656541 193 182 58 0
937 3.224925 0.817128 0.747208 161 159 110 0
938 3.081931 1.024464 0.674570 206 192 31 0
939 3.278009 0.822347 0.831523 149 145 107 0
940 -1.793134 0.477516 2.196191 178 168 47 0
941 -1.865485 0.423142 2.143943 148 140 42 0
942 -1.846855 0.413226 2.199467 148 145 94 0
943 -1.742359 0.487154 2.231116 170 161 60 0
944 -1.670252 0.456925 2.191764 184 180 116 0
945 -1.710405 0.522061 2.197446 194 185 48 0
946 -1.672657 0.564759 2.106195 198 188 28 0
947 -1.666566 0.549126 2.147699 205 193 33 0
948 -1.623372 0.579023 2.099041 206 193 37 0
949 -1.666976 0.514489 2.223038 200 191 64 0
950 -1.662471 0.485298 2.237904 188 185 106 0
951 -1.634630 0.532875 2.190370 208 196 60 0
952 -1.760074 0.511056 2.170180 200 188 50 0
953 -1.818091 0.471591 2.146740 179 170 43 0
954 -1.771332 0.427804 2.228955 161 158 107 0
955 -1.947813 0.382056 2.089464 131 122 43 0
956 -1.906753 0.362930 2.109785 161 158 115 0
957 -1.778922 0.504250 2.135534 204 192 46 0
958 -1.789021 0.492312 2.163950 188 179 42 0
959 -1.692333 0.566859 2.069048 195 187 40 0
960 -1.644346 0.586778 2.061937 197 187 37 0
961 -1.768343 0.527864 2.075209 200 192 45 0
962 -1.714379 0.562755 2.004801 194 188 50 0
963 -1.724600 0.536718 2.132171 202 194 34 0
964 -1.617246 0.501418 2.203990 192 187 106 0
965 -1.536373 0.540499 2.159750 198 191 77 0
966 -1.599618 0.552498 2.144980 208 197 47 0
967 -1.473695 0.456176 1.889901 185 182 141 0
968 -1.494469 0.523603 2.083269 201 198 165 0
969 -1.782015 0.412921 2.122002 174 176 127 0
970 -1.619895 0.525120 2.209235 202 193 76 0
971 -1.658079 0.538983 2.177273 200 189 39 0
972 1.983505 5.257035 1.538055 197 191 41 0
973 1.944057 5.228358 1.549740 179 176 35 0
974 1.961189 5.245227 1.579071 194 188 48 0
975 2.045059 5.316916 1.592970 215 212 55 0
976 2.029104 5.290557 1.538134 214 211 54 0
977 2.007528 5.293641 1.582740 202 198 47 0
978 2.024930 5.311113 1.619390 212 212 56 0
979 2.044449 5.328218 1.632060 210 207 52 0
980 1.954139 5.228636 1.502451 183 181 34 0
981 2.001385 5.252042 1.481023 199 198 48 0
982 1.839300 5.106861 1.555448 130 128 15 0
983 1.853042 5.129264 1.510955 151 149 26 0
984 1.825602 5.082767 1.503732 133 131 18 0
985 1.928747 5.223304 1.599043 162 159 30 0
986 2.061423 5.287603 1.490443 212 208 57 0
987 2.087417 5.335642 1.572632 209 207 44 0
988 2.124929 5.327494 1.521516 210 206 57 0
989 1.915441 5.198609 1.565870 158 153 25 0
990 1.925192 5.209135 1.526353 181 178 37 0
991 1.964125 5.215208 1.464737 197 196 46 0
992 1.896628 5.180048 1.535232 168 163 35 0
993 1.878416 5.170010 1.581668 150 145 25 0
